1644717239999,BINANCE:BTCUSDT,42287.25600000001
1644717240653,BINANCE:ETHUSDT,2921.689
1644717241369,BINANCE:BTCUSDT,42287.25600000001
1644717251542,BINANCE:ETHUSDT,2921.8130000000006
1644717256582,BINANCE:BTCUSDT,42287.547999999995
1644717262615,BINANCE:BTCUSDT,42291.987
1644717264467,BINANCE:ETHUSDT,2922.0559999999996
1644717360004,BINANCE:BTCUSDT,42277.408
1644717360029,BINANCE:ETHUSDT,2920.4170000000004
1644717369965,BINANCE:BTCUSDT,42277.177
1644717374032,BINANCE:ETHUSDT,2920.4230000000002
1644717380704,BINANCE:ETHUSDT,2920.2
1644717381823,BINANCE:BTCUSDT,42275.815
1644717388954,BINANCE:BTCUSDT,42273.27500000001
1644717391563,BINANCE:BTCUSDT,42255.614
1644717391620,BINANCE:ADAUSDT,1.0566000000000002
1644717391621,BINANCE:ETHUSDT,2919.5700000000006
1644717393109,BINANCE:BTCUSDT,42249.509999999995
1644717393134,BINANCE:ETHUSDT,2918.811
1644717396994,BINANCE:ETHUSDT,2918.878
1644717398891,BINANCE:BTCUSDT,42250.114
1644717400074,BINANCE:ADAUSDT,1.0559
1644717400872,BINANCE:ETHUSDT,2917.9519999999998
1644717400826,BINANCE:BTCUSDT,42247.783
1644717434129,BINANCE:BTCUSDT,42238.60600000001
1644717438053,BINANCE:BTCUSDT,42235.139
1644717444989,BINANCE:BTCUSDT,42231.938
1644717445878,BINANCE:ETHUSDT,2916.577
1644717447176,BINANCE:ETHUSDT,2916.8960000000006
1644717450741,BINANCE:BTCUSDT,42228.598999999995
1644717453997,BINANCE:BTCUSDT,42227.721999999994
1644717454071,BINANCE:BTCUSDT,42216.52500000001
1644717455428,BINANCE:ETHUSDT,2916.716
1644717461000,BINANCE:BTCUSDT,42224.951
1644717467054,BINANCE:BTCUSDT,42227.990999999995
1644717468207,BINANCE:ETHUSDT,2917.2560000000003
1644717471623,BINANCE:BTCUSDT,42227.99399999999
1644717474065,BINANCE:ETHUSDT,2917.4319999999993
1644717479835,BINANCE:ETHUSDT,2917.7439999999997
1644717479981,BINANCE:BTCUSDT,42229.905999999995
1644717479999,BINANCE:BTCUSDT,42237.248999999996
1644717483102,BINANCE:BTCUSDT,42238.75000000001
1644717485886,BINANCE:ETHUSDT,2917.7740000000003
1644717488836,BINANCE:ETHUSDT,2916.8839999999996
1644717492157,BINANCE:BTCUSDT,42233.058000000005
1644717498251,BINANCE:BTCUSDT,42227.005000000005
1644717571790,BINANCE:BTCUSDT,42199.313
1644717572273,BINANCE:ETHUSDT,2916.144
1644717574968,BINANCE:BTCUSDT,42211.471
1644717585811,BINANCE:BTCUSDT,42215.882
1644717684874,BINANCE:ETHUSDT,2920.7480000000005
1644717685938,BINANCE:BTCUSDT,42241.00000000001
1644717687722,BINANCE:ADAUSDT,1.0571000000000002
1644717691674,BINANCE:ETHUSDT,2920.0539999999996
1644717697871,BINANCE:BTCUSDT,42225.61000000001
1644717702913,BINANCE:ETHUSDT,2920.097
1644717703899,BINANCE:BTCUSDT,42224.027
1644717709856,BINANCE:ETHUSDT,2919.144
1644717710228,BINANCE:BTCUSDT,42223.183000000005
1644717711011,BINANCE:ADAUSDT,1.0564
1644717714271,BINANCE:ETHUSDT,2918.8850000000007
1644717716465,BINANCE:BTCUSDT,42215.186
1644717719985,BINANCE:BTCUSDT,42212.028000000006
1644717720004,BINANCE:BTCUSDT,42213.257
1644717722987,BINANCE:ADAUSDT,1.0566000000000002
1644717725725,BINANCE:BTCUSDT,42208.846000000005
1644717729702,BINANCE:ETHUSDT,2918.3489999999997
1644717732119,BINANCE:BTCUSDT,42206.393
1644717738436,BINANCE:BTCUSDT,42207.792
1644717746111,BINANCE:BTCUSDT,42206.217000000004
1644717748025,BINANCE:ETHUSDT,2917.9100000000003
1644717751821,BINANCE:BTCUSDT,42205.549999999996
1644717762148,BINANCE:ETHUSDT,2917.3360000000002
1644717762892,BINANCE:BTCUSDT,42205.074
1644717767139,BINANCE:ADAUSDT,1.0562
1644717769996,BINANCE:BTCUSDT,42203.996
1644717777636,BINANCE:BTCUSDT,42199.099
1644717779193,BINANCE:ETHUSDT,2917.018000000001
1644717779205,BINANCE:BTCUSDT,42193.765
1644717779998,BINANCE:BTCUSDT,42184.14600000001
1644717780011,BINANCE:ETHUSDT,2915.674
1644717781249,BINANCE:BTCUSDT,42184.228
1644717785240,BINANCE:BTCUSDT,42185.235
1644717789266,BINANCE:ETHUSDT,2915.8369999999995
1644717796133,BINANCE:BTCUSDT,42188.411
1644717808289,BINANCE:ETHUSDT,2916.092
1644717812881,BINANCE:ETHUSDT,2915.4909999999995
1644717813233,BINANCE:BTCUSDT,42186.84700000001
1644717815182,BINANCE:ETHUSDT,2915.1400000000003
1644717818962,BINANCE:ETHUSDT,2914.569
1644717823054,BINANCE:ETHUSDT,2914.4129999999996
1644717824021,BINANCE:BTCUSDT,42182.342000000004
1644717824393,BINANCE:ETHUSDT,2913.8149999999996
1644717828249,BINANCE:BTCUSDT,42174.60400000001
1644717832114,BINANCE:ETHUSDT,2913.4970000000003
1644717837340,BINANCE:ETHUSDT,2913.24
1644717839998,BINANCE:BTCUSDT,42172.31199999999
1644717840139,BINANCE:BTCUSDT,42170.795
1644717840202,BINANCE:ETHUSDT,2913.8900000000003
1644717840331,BINANCE:ADAUSDT,1.0560000000000003
1644717844584,BINANCE:ETHUSDT,2914.5089999999996
1644717849551,BINANCE:BTCUSDT,42183.945
1644717854318,BINANCE:BTCUSDT,42185.31
1644717855867,BINANCE:ETHUSDT,2914.9979999999996
1644717860838,BINANCE:ETHUSDT,2915.5919999999996
1644717862456,BINANCE:BTCUSDT,42188.68500000001
1644717882176,BINANCE:BTCUSDT,42234.13000000002
1644717887697,BINANCE:ETHUSDT,2918.8210000000004
1644717889320,BINANCE:BTCUSDT,42237.35999999999
1644717894974,BINANCE:BTCUSDT,42238.606999999996
1644717894996,BINANCE:ADAUSDT,1.0577999999999999
1644717895089,BINANCE:ETHUSDT,2919.377
1644717895656,BINANCE:BTCUSDT,42238.619
1644717899987,BINANCE:BTCUSDT,42241.129
1644717899992,BINANCE:ETHUSDT,2919.923
1644717900748,BINANCE:BTCUSDT,42241.525
1644717902742,BINANCE:BTCUSDT,42247.075
1644717903474,BINANCE:BTCUSDT,42250.53999999999
1644717903585,BINANCE:BTCUSDT,42250.545
1644717903562,BINANCE:ETHUSDT,2920.41
1644717903672,BINANCE:BTCUSDT,42250.549999999996
1644717904625,BINANCE:BTCUSDT,42251.729999999996
1644717907031,BINANCE:ADAUSDT,1.0586999999999998
1644717908756,BINANCE:ETHUSDT,2921.2789999999995
1644717910211,BINANCE:BTCUSDT,42260.175
1644717911158,BINANCE:ADAUSDT,1.0600000000000003
1644717914984,BINANCE:BTCUSDT,42263.107
1644717916091,BINANCE:ETHUSDT,2921.514
1644717921812,BINANCE:BTCUSDT,42267.527
1644717923992,BINANCE:ETHUSDT,2922.410999999999
1644717926953,BINANCE:ADAUSDT,1.0599000000000003
1644717927913,BINANCE:BTCUSDT,42272.26399999999
1644717934588,BINANCE:BTCUSDT,42269.776
1644717934081,BINANCE:ETHUSDT,2922.7079999999996
1644717935189,BINANCE:ADAUSDT,1.0601000000000003
1644717938951,BINANCE:BTCUSDT,42252.952999999994
1644717942840,BINANCE:ETHUSDT,2921.354
1644717948644,BINANCE:BTCUSDT,42239.37
1644717952310,BINANCE:ETHUSDT,2920.1369999999997
1644717957586,BINANCE:ADAUSDT,1.0594999999999999
1644717958490,BINANCE:BTCUSDT,42229.22200000001
1644717959992,BINANCE:ETHUSDT,2919.103
1644718140020,BINANCE:BTCUSDT,42264.844
1644718142631,BINANCE:BTCUSDT,42265.565
1644718144292,BINANCE:ETHUSDT,2924.422
1644718146210,BINANCE:ETHUSDT,14723.035999999998
1644718151104,BINANCE:ETHUSDT,2923.371
1644718152929,BINANCE:BTCUSDT,10787.573999999999
1644718155878,BINANCE:ETHUSDT,6855.742000000001
1644718165256,BINANCE:ETHUSDT,6855.381000000001
1644718165811,BINANCE:BTCUSDT,10788.36
1644718172363,BINANCE:BTCUSDT,34378.344000000005
